":ID",":LABEL","description","rule_reference","date"
"VIOL_2552","Violation","bias","",""
"VIOL_2553","Violation","ex_parte","",""
"VIOL_2554","Violation","bias","MCR 2.003",""
"VIOL_2555","Violation","improper_procedure","MCR 1.109",""
"VIOL_2556","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_2557","Violation","bias","",""
"VIOL_2558","Violation","bias","",""
"VIOL_2559","Violation","bias","",""
"VIOL_2560","Violation","unclassified","","2025-05-20"
"VIOL_2561","Violation","unclassified","","2025-05-20"
"VIOL_2562","Violation","improper_procedure","MCR 2.116",""
"VIOL_2563","Violation","bias","",""
"VIOL_2564","Violation","bias","MCR 6.113(B)",""
"VIOL_2565","Violation","ex_parte","",""
"VIOL_2566","Violation","ex_parte","MCR 3.207(B)","2022-11-09"
"VIOL_2567","Violation","ex_parte","",""
"VIOL_2568","Violation","ex_parte","",""
"VIOL_2569","Violation","ex_parte","",""
"VIOL_2570","Violation","ex_parte","MCR 3.207(B)","2022-11-09"
"VIOL_2571","Violation","ex_parte","",""
"VIOL_2572","Violation","ex_parte","",""
"VIOL_2573","Violation","unclassified","",""
"VIOL_2574","Violation","unclassified","",""
"VIOL_2575","Violation","unclassified","",""
"VIOL_2576","Violation","unclassified","",""
"VIOL_2577","Violation","ex_parte","",""
"VIOL_2578","Violation","unclassified","",""
"VIOL_2579","Violation","unclassified","",""
"VIOL_2580","Violation","bias","MCR 2.612(C)",""
"VIOL_2581","Violation","bias","",""
"VIOL_2582","Violation","bias","",""
"VIOL_2583","Violation","bias","",""
"VIOL_2584","Violation","bias","",""
"VIOL_2585","Violation","bias","",""
"VIOL_2586","Violation","bias","",""
"VIOL_2587","Violation","bias","",""
"VIOL_2588","Violation","bias","",""
"VIOL_2589","Violation","bias","",""
"VIOL_2590","Violation","ex_parte","MCR 1.109",""
"VIOL_2591","Violation","ex_parte","",""
"VIOL_2592","Violation","ex_parte","MCR 1.109",""
"VIOL_2593","Violation","ex_parte","",""
"VIOL_2594","Violation","ex_parte","MCR 1.109",""
"VIOL_2595","Violation","ex_parte","",""
"VIOL_2596","Violation","ex_parte","MCR 1.109",""
"VIOL_2597","Violation","ex_parte","",""
"VIOL_2598","Violation","ex_parte","MCR 1.109",""
"VIOL_2599","Violation","ex_parte","",""
"VIOL_2600","Violation","ex_parte","MCR 1.109",""
"VIOL_2601","Violation","ex_parte","",""
"VIOL_2602","Violation","ex_parte","MCR 1.109",""
"VIOL_2603","Violation","ex_parte","",""
"VIOL_2604","Violation","ex_parte","MCR 1.109",""
"VIOL_2605","Violation","ex_parte","",""
"VIOL_2606","Violation","ex_parte","MCR 1.109",""
"VIOL_2607","Violation","ex_parte","",""
"VIOL_2608","Violation","ex_parte","MCR 1.109",""
"VIOL_2609","Violation","ex_parte","",""
"VIOL_2610","Violation","ex_parte","",""
"VIOL_2611","Violation","ex_parte","",""
"VIOL_2612","Violation","ex_parte","",""
"VIOL_2613","Violation","ex_parte","",""
"VIOL_2614","Violation","ex_parte","",""
"VIOL_2615","Violation","ex_parte","",""
"VIOL_2616","Violation","ex_parte","",""
"VIOL_2617","Violation","ex_parte","",""
"VIOL_2618","Violation","ex_parte","",""
"VIOL_2619","Violation","ex_parte","",""
"VIOL_2620","Violation","ex_parte","",""
"VIOL_2621","Violation","ex_parte","",""
"VIOL_2622","Violation","ex_parte","",""
"VIOL_2623","Violation","ex_parte","",""
"VIOL_2624","Violation","ex_parte","",""
"VIOL_2625","Violation","ex_parte","",""
"VIOL_2626","Violation","ex_parte","",""
"VIOL_2627","Violation","ex_parte","",""
"VIOL_2628","Violation","ex_parte","",""
"VIOL_2629","Violation","bias","",""
"VIOL_2630","Violation","bias","MCR 2.602(B)",""
"VIOL_2631","Violation","unclassified","",""
"VIOL_2632","Violation","bias","",""
"VIOL_2633","Violation","bias","MCR 2.602(B)",""
"VIOL_2634","Violation","unclassified","",""
"VIOL_2635","Violation","bias","",""
"VIOL_2636","Violation","bias","MCR 2.602(B)",""
"VIOL_2637","Violation","unclassified","",""
"VIOL_2638","Violation","bias","",""
"VIOL_2639","Violation","bias","MCR 2.602(B)",""
"VIOL_2640","Violation","unclassified","",""
"VIOL_2641","Violation","bias","",""
"VIOL_2642","Violation","bias","MCR 2.602(B)",""
"VIOL_2643","Violation","unclassified","",""
"VIOL_2644","Violation","ex_parte","",""
"VIOL_2645","Violation","bias","",""
"VIOL_2646","Violation","ex_parte","",""
"VIOL_2647","Violation","bias","",""
"VIOL_2648","Violation","ex_parte","",""
"VIOL_2649","Violation","ex_parte","",""
"VIOL_2650","Violation","ex_parte","MCR 3.207",""
"VIOL_2651","Violation","ex_parte","","2025-08-08"
"VIOL_2652","Violation","ex_parte","","2025-08-08"
"VIOL_2653","Violation","ex_parte","",""
"VIOL_2654","Violation","ex_parte","",""
"VIOL_2655","Violation","ex_parte","MCR 3.207",""
"VIOL_2656","Violation","ex_parte","","2025-08-08"
"VIOL_2657","Violation","ex_parte","","2025-08-08"
"VIOL_2658","Violation","ex_parte","",""
"VIOL_2659","Violation","ex_parte","",""
"VIOL_2660","Violation","ex_parte","MCR 3.207",""
"VIOL_2661","Violation","ex_parte","","2025-08-08"
"VIOL_2662","Violation","ex_parte","","2025-08-08"
"VIOL_2663","Violation","ex_parte","",""
"VIOL_2664","Violation","ex_parte","",""
"VIOL_2665","Violation","ex_parte","MCR 3.207",""
"VIOL_2666","Violation","ex_parte","","2025-08-08"
"VIOL_2667","Violation","ex_parte","","2025-08-08"
"VIOL_2668","Violation","ex_parte","",""
"VIOL_2669","Violation","ex_parte","",""
"VIOL_2670","Violation","ex_parte","MCR 3.207",""
"VIOL_2671","Violation","ex_parte","","2025-08-08"
"VIOL_2672","Violation","ex_parte","","2025-08-08"
"VIOL_2673","Violation","ex_parte","",""
"VIOL_2674","Violation","ex_parte","",""
"VIOL_2675","Violation","ex_parte","",""
"VIOL_2676","Violation","ex_parte","",""
"VIOL_2677","Violation","due_process","",""
"VIOL_2678","Violation","bias","MCR 1.109(E)",""
"VIOL_2679","Violation","due_process","",""
"VIOL_2680","Violation","bias","MCR 1.109(E)",""
"VIOL_2681","Violation","due_process","",""
"VIOL_2682","Violation","bias","MCR 1.109(E)",""
"VIOL_2683","Violation","due_process","",""
"VIOL_2684","Violation","bias","MCR 1.109(E)",""
"VIOL_2685","Violation","bias","MCR 2.602(B)",""
"VIOL_2686","Violation","bias","",""
"VIOL_2687","Violation","ex_parte","MCR 3.310(B)","2025-06-18"
"VIOL_2688","Violation","bias","MCR 2.602(B)",""
"VIOL_2689","Violation","bias","MCR 2.602(B)",""
"VIOL_2690","Violation","bias","",""
"VIOL_2691","Violation","ex_parte","MCR 3.310(B)","2025-06-18"
"VIOL_2692","Violation","bias","MCR 2.602(B)",""
"VIOL_2693","Violation","bias","MCR 2.602(B)",""
"VIOL_2694","Violation","bias","",""
"VIOL_2695","Violation","ex_parte","MCR 3.310(B)","2025-06-18"
"VIOL_2696","Violation","bias","MCR 2.602(B)",""
"VIOL_2697","Violation","bias","MCR 2.602(B)",""
"VIOL_2698","Violation","bias","",""
"VIOL_2699","Violation","ex_parte","MCR 3.310(B)","2025-06-18"
"VIOL_2700","Violation","bias","MCR 2.602(B)",""
"VIOL_2701","Violation","bias","MCR 2.602(B)",""
"VIOL_2702","Violation","bias","",""
"VIOL_2703","Violation","ex_parte","MCR 3.310(B)","2025-06-18"
"VIOL_2704","Violation","bias","MCR 2.602(B)",""
"VIOL_2705","Violation","ex_parte","",""
"VIOL_2706","Violation","ex_parte","",""
"VIOL_2707","Violation","ex_parte","",""
"VIOL_2708","Violation","ex_parte","",""
"VIOL_2709","Violation","ex_parte","",""
"VIOL_2710","Violation","ex_parte","",""
"VIOL_2711","Violation","ex_parte","",""
"VIOL_2712","Violation","ex_parte","",""
"VIOL_2713","Violation","ex_parte","",""
"VIOL_2714","Violation","ex_parte","MCR 3.206(B)","2025-08-08"
"VIOL_2715","Violation","ex_parte","","2025-08-08"
"VIOL_2716","Violation","ex_parte","",""
"VIOL_2717","Violation","ex_parte","","2025-09-09"
"VIOL_2718","Violation","bias","",""
"VIOL_2719","Violation","ex_parte","",""
"VIOL_2720","Violation","ex_parte","",""
"VIOL_2721","Violation","ex_parte","",""
"VIOL_2722","Violation","ex_parte","","2025-09-09"
"VIOL_2723","Violation","bias","",""
"VIOL_2724","Violation","ex_parte","",""
"VIOL_2725","Violation","ex_parte","",""
"VIOL_2726","Violation","ex_parte","",""
"VIOL_2727","Violation","ex_parte","","2025-09-09"
"VIOL_2728","Violation","bias","",""
"VIOL_2729","Violation","ex_parte","",""
"VIOL_2730","Violation","ex_parte","",""
"VIOL_2731","Violation","ex_parte","",""
"VIOL_2732","Violation","ex_parte","","2025-09-09"
"VIOL_2733","Violation","bias","",""
"VIOL_2734","Violation","ex_parte","",""
"VIOL_2735","Violation","ex_parte","",""
"VIOL_2736","Violation","ex_parte","",""
"VIOL_2737","Violation","ex_parte","","2025-09-09"
"VIOL_2738","Violation","bias","",""
"VIOL_2739","Violation","ex_parte","",""
"VIOL_2740","Violation","ex_parte","",""
"VIOL_2741","Violation","ex_parte","",""
"VIOL_2742","Violation","ex_parte","","2025-09-09"
"VIOL_2743","Violation","bias","",""
"VIOL_2744","Violation","ex_parte","",""
"VIOL_2745","Violation","ex_parte","",""
"VIOL_2746","Violation","ex_parte","",""
"VIOL_2747","Violation","ex_parte","","2025-09-09"
"VIOL_2748","Violation","bias","",""
"VIOL_2749","Violation","ex_parte","",""
"VIOL_2750","Violation","ex_parte","",""
"VIOL_2751","Violation","ex_parte","",""
"VIOL_2752","Violation","ex_parte","","2025-09-09"
"VIOL_2753","Violation","bias","",""
"VIOL_2754","Violation","ex_parte","",""
"VIOL_2755","Violation","ex_parte","",""
"VIOL_2756","Violation","ex_parte","",""
"VIOL_2757","Violation","unclassified","",""
"VIOL_2758","Violation","ex_parte","",""
"VIOL_2759","Violation","unclassified","",""
"VIOL_2760","Violation","ex_parte","",""
"VIOL_2761","Violation","unclassified","",""
"VIOL_2762","Violation","ex_parte","",""
"VIOL_2763","Violation","ex_parte","",""
"VIOL_2764","Violation","ex_parte","",""
"VIOL_2765","Violation","ex_parte","",""
"VIOL_2766","Violation","ex_parte","",""
"VIOL_2767","Violation","ex_parte","",""
"VIOL_2768","Violation","ex_parte","",""
"VIOL_2769","Violation","ex_parte","",""
"VIOL_2770","Violation","bias","MCR 2.003",""
"VIOL_2771","Violation","bias","",""
"VIOL_2772","Violation","ex_parte","",""
"VIOL_2773","Violation","bias","MCR 2.003",""
"VIOL_2774","Violation","bias","",""
"VIOL_2775","Violation","ex_parte","",""
"VIOL_2776","Violation","bias","MCR 2.003",""
"VIOL_2777","Violation","bias","",""
"VIOL_2778","Violation","ex_parte","",""
"VIOL_2779","Violation","bias","MCR 2.003",""
"VIOL_2780","Violation","bias","",""
"VIOL_2781","Violation","ex_parte","",""
"VIOL_2782","Violation","bias","MCR 2.003",""
"VIOL_2783","Violation","bias","",""
"VIOL_2784","Violation","ex_parte","",""
"VIOL_2785","Violation","bias","MCR 2.003",""
"VIOL_2786","Violation","bias","",""
"VIOL_2787","Violation","ex_parte","",""
"VIOL_2788","Violation","bias","MCR 2.003",""
"VIOL_2789","Violation","bias","",""
"VIOL_2790","Violation","ex_parte","",""
"VIOL_2791","Violation","bias","MCR 2.003",""
"VIOL_2792","Violation","bias","",""
"VIOL_2793","Violation","ex_parte","",""
"VIOL_2794","Violation","bias","MCR 2.003",""
"VIOL_2795","Violation","bias","",""
"VIOL_2796","Violation","ex_parte","",""
"VIOL_2797","Violation","bias","MCR 2.003",""
"VIOL_2798","Violation","bias","",""
"VIOL_2799","Violation","ex_parte","",""
"VIOL_2800","Violation","bias","MCR 2.003",""
"VIOL_2801","Violation","bias","",""
"VIOL_2802","Violation","ex_parte","",""
"VIOL_2803","Violation","bias","MCR 2.003",""
"VIOL_2804","Violation","bias","",""
"VIOL_2805","Violation","ex_parte","",""
"VIOL_2806","Violation","bias","MCR 2.003",""
"VIOL_2807","Violation","bias","",""
"VIOL_2808","Violation","ex_parte","",""
"VIOL_2809","Violation","ex_parte","MCR 3.310(B)","2025-06-18"
"VIOL_2810","Violation","unclassified","",""
"VIOL_2811","Violation","unclassified","",""
"VIOL_2812","Violation","improper_procedure","MCR 2.119",""
"VIOL_2813","Violation","ex_parte","MCR 3.310(B)","2025-06-18"
"VIOL_2814","Violation","ex_parte","",""
"VIOL_2815","Violation","ex_parte","",""
"VIOL_2816","Violation","ex_parte","",""
"VIOL_2817","Violation","ex_parte","",""
"VIOL_2818","Violation","ex_parte","",""
"VIOL_2819","Violation","ex_parte","","2024-04-29"
"VIOL_2820","Violation","ex_parte","","2024-04-29"
"VIOL_2821","Violation","ex_parte","","2024-04-29"
"VIOL_2822","Violation","ex_parte","","2024-04-29"
"VIOL_2823","Violation","ex_parte","",""
"VIOL_2824","Violation","ex_parte","MCR 2.517",""
"VIOL_2825","Violation","ex_parte","MCR 3.207",""
"VIOL_2826","Violation","ex_parte","",""
"VIOL_2827","Violation","ex_parte","",""
"VIOL_2828","Violation","ex_parte","MCR 2.517",""
"VIOL_2829","Violation","ex_parte","MCR 3.207",""
"VIOL_2830","Violation","ex_parte","",""
"VIOL_2831","Violation","ex_parte","",""
"VIOL_2832","Violation","ex_parte","MCR 2.517",""
"VIOL_2833","Violation","ex_parte","MCR 3.207",""
"VIOL_2834","Violation","ex_parte","",""
"VIOL_2835","Violation","ex_parte","",""
"VIOL_2836","Violation","ex_parte","MCR 2.517",""
"VIOL_2837","Violation","ex_parte","MCR 3.207",""
"VIOL_2838","Violation","ex_parte","",""
"VIOL_2839","Violation","ex_parte","",""
"VIOL_2840","Violation","ex_parte","MCR 2.517",""
"VIOL_2841","Violation","ex_parte","MCR 3.207",""
"VIOL_2842","Violation","ex_parte","",""
"VIOL_2843","Violation","ex_parte","",""
"VIOL_2844","Violation","ex_parte","MCR 2.517",""
"VIOL_2845","Violation","ex_parte","MCR 3.207",""
"VIOL_2846","Violation","ex_parte","",""
"VIOL_2847","Violation","ex_parte","",""
"VIOL_2848","Violation","ex_parte","MCR 2.517",""
"VIOL_2849","Violation","ex_parte","MCR 3.207",""
"VIOL_2850","Violation","ex_parte","",""
"VIOL_2851","Violation","ex_parte","",""
"VIOL_2852","Violation","improper_procedure","MCR 2.611(A)",""
"VIOL_2853","Violation","improper_procedure","MCR 2.611(A)",""
"VIOL_2854","Violation","improper_procedure","MCR 2.611(A)",""
"VIOL_2855","Violation","improper_procedure","MCR 2.611(A)",""
"VIOL_2856","Violation","improper_procedure","MCR 2.611(A)",""
"VIOL_2857","Violation","ex_parte","MCR 3.310(B)","2025-06-18"
"VIOL_2858","Violation","ex_parte","MCR 3.310(B)","2025-06-18"
"VIOL_2859","Violation","ex_parte","MCR 3.310(B)","2025-06-18"
"VIOL_2860","Violation","ex_parte","",""
"VIOL_2861","Violation","ex_parte","",""
"VIOL_2862","Violation","ex_parte","",""
"VIOL_2863","Violation","ex_parte","",""
"VIOL_2864","Violation","ex_parte","",""
"VIOL_2865","Violation","ex_parte","",""
"VIOL_2866","Violation","ex_parte","",""
"VIOL_2867","Violation","ex_parte","",""
"VIOL_2868","Violation","ex_parte","",""
"VIOL_2869","Violation","ex_parte","",""
"VIOL_2870","Violation","ex_parte","",""
"VIOL_2871","Violation","ex_parte","",""
"VIOL_2872","Violation","ex_parte","",""
"VIOL_2873","Violation","ex_parte","",""
"VIOL_2874","Violation","ex_parte","",""
"VIOL_2875","Violation","ex_parte","",""
"VIOL_2876","Violation","ex_parte","",""
"VIOL_2877","Violation","ex_parte","",""
"VIOL_2878","Violation","ex_parte","",""
"VIOL_2879","Violation","ex_parte","",""
"VIOL_2880","Violation","ex_parte","MCR 3.218",""
"VIOL_2881","Violation","ex_parte","","2025-10-29"
"VIOL_2882","Violation","ex_parte","",""
"VIOL_2883","Violation","ex_parte","",""
"VIOL_2884","Violation","ex_parte","MCR 3.218",""
"VIOL_2885","Violation","unclassified","","2026-02-25"
"VIOL_2886","Violation","bias","",""
"VIOL_2887","Violation","bias","MCR 2.003",""
"VIOL_2888","Violation","bias","",""
"VIOL_2889","Violation","bias","MCR 2.003",""
"VIOL_2890","Violation","bias","",""
"VIOL_2891","Violation","bias","MCR 2.003",""
"VIOL_2892","Violation","bias","",""
"VIOL_2893","Violation","bias","MCR 2.003",""
"VIOL_2894","Violation","unclassified","",""
"VIOL_2895","Violation","ex_parte","","2025-11-26"
"VIOL_2896","Violation","ex_parte","",""
"VIOL_2897","Violation","ex_parte","",""
"VIOL_2898","Violation","ex_parte","","2025-08-08"
"VIOL_2899","Violation","ex_parte","",""
"VIOL_2900","Violation","ex_parte","",""
"VIOL_2901","Violation","ex_parte","","2025-08-08"
"VIOL_2902","Violation","ex_parte","",""
"VIOL_2903","Violation","ex_parte","",""
"VIOL_2904","Violation","ex_parte","",""
"VIOL_2905","Violation","ex_parte","",""
"VIOL_2906","Violation","ex_parte","",""
"VIOL_2907","Violation","ex_parte","",""
"VIOL_2908","Violation","ex_parte","",""
"VIOL_2909","Violation","ex_parte","",""
"VIOL_2910","Violation","ex_parte","",""
"VIOL_2911","Violation","ex_parte","",""
"VIOL_2912","Violation","ex_parte","",""
"VIOL_2913","Violation","ex_parte","",""
"VIOL_2914","Violation","ex_parte","",""
"VIOL_2915","Violation","ex_parte","",""
"VIOL_2916","Violation","ex_parte","",""
"VIOL_2917","Violation","ex_parte","",""
"VIOL_2918","Violation","ex_parte","",""
"VIOL_2919","Violation","ex_parte","",""
"VIOL_2920","Violation","ex_parte","",""
"VIOL_2921","Violation","ex_parte","",""
"VIOL_2922","Violation","ex_parte","",""
"VIOL_2923","Violation","ex_parte","MCR 3.310(B)","2025-06-18"
"VIOL_2924","Violation","ex_parte","MCR 3.310(B)","2025-06-18"
"VIOL_2925","Violation","ex_parte","MCR 3.310(8)",""
"VIOL_2926","Violation","ex_parte","MCR 3.310(B)",""
"VIOL_2927","Violation","ex_parte","MCR 3.310(B)",""
"VIOL_2928","Violation","ex_parte","",""
"VIOL_2929","Violation","ex_parte","","2025-08-08"
"VIOL_2930","Violation","ex_parte","","2025-08-08"
"VIOL_2931","Violation","ex_parte","","2025-08-08"
"VIOL_2932","Violation","ex_parte","","2025-08-08"
"VIOL_2933","Violation","ex_parte","","2025-08-08"
"VIOL_2934","Violation","ex_parte","",""
"VIOL_2935","Violation","ex_parte","",""
"VIOL_2936","Violation","ex_parte","","2025-08-08"
"VIOL_2937","Violation","ex_parte","","2025-08-08"
"VIOL_2938","Violation","ex_parte","","2025-08-08"
"VIOL_2939","Violation","ex_parte","","2025-08-08"
"VIOL_2940","Violation","ex_parte","","2025-08-08"
"VIOL_2941","Violation","ex_parte","",""
"VIOL_2942","Violation","ex_parte","",""
"VIOL_2943","Violation","ex_parte","","2025-08-08"
"VIOL_2944","Violation","ex_parte","","2025-08-08"
"VIOL_2945","Violation","ex_parte","","2025-08-08"
"VIOL_2946","Violation","ex_parte","","2025-08-08"
"VIOL_2947","Violation","ex_parte","","2025-08-08"
"VIOL_2948","Violation","ex_parte","",""
"VIOL_2949","Violation","ex_parte","",""
"VIOL_2950","Violation","ex_parte","","2025-08-08"
"VIOL_2951","Violation","ex_parte","","2025-08-08"
"VIOL_2952","Violation","ex_parte","","2025-08-08"
"VIOL_2953","Violation","ex_parte","","2025-08-08"
"VIOL_2954","Violation","ex_parte","","2025-08-08"
"VIOL_2955","Violation","ex_parte","",""
"VIOL_2956","Violation","ex_parte","",""
"VIOL_2957","Violation","ex_parte","","2025-08-08"
"VIOL_2958","Violation","ex_parte","","2025-08-08"
"VIOL_2959","Violation","ex_parte","","2025-08-08"
"VIOL_2960","Violation","ex_parte","","2025-08-08"
"VIOL_2961","Violation","ex_parte","","2025-08-08"
"VIOL_2962","Violation","ex_parte","",""
"VIOL_2963","Violation","ex_parte","",""
"VIOL_2964","Violation","ex_parte","","2025-08-08"
"VIOL_2965","Violation","ex_parte","","2025-08-08"
"VIOL_2966","Violation","ex_parte","","2025-08-08"
"VIOL_2967","Violation","ex_parte","","2025-08-08"
"VIOL_2968","Violation","ex_parte","","2025-08-08"
"VIOL_2969","Violation","ex_parte","",""
"VIOL_2970","Violation","ex_parte","",""
"VIOL_2971","Violation","ex_parte","","2025-08-08"
"VIOL_2972","Violation","ex_parte","","2025-08-08"
"VIOL_2973","Violation","ex_parte","","2025-08-08"
"VIOL_2974","Violation","ex_parte","","2025-08-08"
"VIOL_2975","Violation","ex_parte","","2025-08-08"
"VIOL_2976","Violation","ex_parte","",""
"VIOL_2977","Violation","ex_parte","",""
"VIOL_2978","Violation","ex_parte","","2025-08-08"
"VIOL_2979","Violation","ex_parte","","2025-08-08"
"VIOL_2980","Violation","ex_parte","","2025-08-08"
"VIOL_2981","Violation","ex_parte","","2025-08-08"
"VIOL_2982","Violation","ex_parte","","2025-08-08"
"VIOL_2983","Violation","ex_parte","",""
"VIOL_2984","Violation","ex_parte","",""
"VIOL_2985","Violation","ex_parte","","2025-08-08"
"VIOL_2986","Violation","ex_parte","","2025-08-08"
"VIOL_2987","Violation","ex_parte","","2025-08-08"
"VIOL_2988","Violation","ex_parte","","2025-08-08"
"VIOL_2989","Violation","ex_parte","","2025-08-08"
"VIOL_2990","Violation","ex_parte","",""
"VIOL_2991","Violation","bias","",""
"VIOL_2992","Violation","unclassified","",""
"VIOL_2993","Violation","bias","",""
"VIOL_2994","Violation","bias","",""
"VIOL_2995","Violation","unclassified","",""
"VIOL_2996","Violation","bias","",""
"VIOL_2997","Violation","ex_parte","",""
"VIOL_2998","Violation","ex_parte","",""
"VIOL_2999","Violation","ex_parte","",""
"VIOL_3000","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3001","Violation","ex_parte","",""
"VIOL_3002","Violation","ex_parte","",""
"VIOL_3003","Violation","ex_parte","",""
"VIOL_3004","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3005","Violation","ex_parte","",""
"VIOL_3006","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3007","Violation","ex_parte","",""
"VIOL_3008","Violation","ex_parte","",""
"VIOL_3009","Violation","ex_parte","",""
"VIOL_3010","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3011","Violation","ex_parte","",""
"VIOL_3012","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3013","Violation","ex_parte","",""
"VIOL_3014","Violation","ex_parte","",""
"VIOL_3015","Violation","ex_parte","",""
"VIOL_3016","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3017","Violation","ex_parte","",""
"VIOL_3018","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3019","Violation","ex_parte","",""
"VIOL_3020","Violation","ex_parte","",""
"VIOL_3021","Violation","ex_parte","",""
"VIOL_3022","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3023","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_3024","Violation","ex_parte","MCR 3.210(C)","2022-11-09"
"VIOL_3025","Violation","ex_parte","","2022-11-09"
"VIOL_3026","Violation","ex_parte","","2022-11-09"
"VIOL_3027","Violation","ex_parte","MCR 3.207(B)","2022-11-09"
"VIOL_3028","Violation","ex_parte","MCR 3.210(C)","2022-11-09"
"VIOL_3029","Violation","ex_parte","","2022-11-09"
"VIOL_3030","Violation","ex_parte","","2022-11-09"
"VIOL_3031","Violation","ex_parte","","2022-11-09"
"VIOL_3032","Violation","ex_parte","MCR 3.207(B)","2022-11-09"
"VIOL_3033","Violation","ex_parte","",""
"VIOL_3034","Violation","ex_parte","","2026-03-03"
"VIOL_3035","Violation","ex_parte","","2025-08-06"
"VIOL_3036","Violation","ex_parte","",""
"VIOL_3037","Violation","ex_parte","","2026-03-03"
"VIOL_3038","Violation","ex_parte","","2025-08-06"
"VIOL_3039","Violation","ex_parte","",""
"VIOL_3040","Violation","ex_parte","","2026-03-03"
"VIOL_3041","Violation","ex_parte","","2025-08-06"
"VIOL_3042","Violation","ex_parte","",""
"VIOL_3043","Violation","ex_parte","","2026-03-08"
"VIOL_3044","Violation","ex_parte","","2025-08-06"
"VIOL_3045","Violation","bias","",""
"VIOL_3046","Violation","ex_parte","",""
"VIOL_3047","Violation","ex_parte","",""
"VIOL_3048","Violation","ex_parte","MCR 3.207",""
"VIOL_3049","Violation","ex_parte","",""
"VIOL_3050","Violation","bias","",""
"VIOL_3051","Violation","bias","",""
"VIOL_3052","Violation","ex_parte","","2025-08-06"
"VIOL_3053","Violation","ex_parte","","2025-08-06"
"VIOL_3054","Violation","ex_parte","","2025-08-06"
"VIOL_3055","Violation","ex_parte","","2025-08-06"
"VIOL_3056","Violation","ex_parte","",""
"VIOL_3057","Violation","bias","",""
"VIOL_3058","Violation","ex_parte","",""
"VIOL_3059","Violation","bias","",""
"VIOL_3060","Violation","ex_parte","",""
"VIOL_3061","Violation","bias","",""
"VIOL_3062","Violation","unclassified","",""
"VIOL_3063","Violation","bias","MCR 2.003",""
"VIOL_3064","Violation","bias","",""
"VIOL_3065","Violation","bias","",""
"VIOL_3066","Violation","bias","",""
"VIOL_3067","Violation","bias","",""
"VIOL_3068","Violation","ex_parte","",""
"VIOL_3069","Violation","bias","",""
"VIOL_3070","Violation","bias","",""
"VIOL_3071","Violation","ex_parte","",""
"VIOL_3072","Violation","bias","",""
"VIOL_3073","Violation","bias","",""
"VIOL_3074","Violation","ex_parte","",""
"VIOL_3075","Violation","bias","",""
"VIOL_3076","Violation","bias","",""
"VIOL_3077","Violation","ex_parte","",""
"VIOL_3078","Violation","bias","",""
"VIOL_3079","Violation","bias","",""
"VIOL_3080","Violation","ex_parte","",""
"VIOL_3081","Violation","bias","",""
"VIOL_3082","Violation","ex_parte","",""
"VIOL_3083","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3084","Violation","ex_parte","",""
"VIOL_3085","Violation","ex_parte","",""
"VIOL_3086","Violation","ex_parte","",""
"VIOL_3087","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3088","Violation","ex_parte","",""
"VIOL_3089","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3090","Violation","ex_parte","",""
"VIOL_3091","Violation","ex_parte","",""
"VIOL_3092","Violation","ex_parte","",""
"VIOL_3093","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3094","Violation","ex_parte","",""
"VIOL_3095","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3096","Violation","ex_parte","",""
"VIOL_3097","Violation","ex_parte","",""
"VIOL_3098","Violation","ex_parte","",""
"VIOL_3099","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3100","Violation","ex_parte","",""
"VIOL_3101","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3102","Violation","ex_parte","",""
"VIOL_3103","Violation","ex_parte","",""
"VIOL_3104","Violation","ex_parte","",""
"VIOL_3105","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3106","Violation","ex_parte","",""
"VIOL_3107","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3108","Violation","ex_parte","",""
"VIOL_3109","Violation","ex_parte","",""
"VIOL_3110","Violation","ex_parte","",""
"VIOL_3111","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3112","Violation","ex_parte","",""
"VIOL_3113","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3114","Violation","ex_parte","",""
"VIOL_3115","Violation","ex_parte","",""
"VIOL_3116","Violation","ex_parte","",""
"VIOL_3117","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3118","Violation","ex_parte","",""
"VIOL_3119","Violation","ex_parte","MCR 2.517(A)",""
"VIOL_3120","Violation","ex_parte","",""
"VIOL_3121","Violation","ex_parte","",""
"VIOL_3122","Violation","ex_parte","",""
