file,page,sentence,hits
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0028.pdf,1,"Except for child care, or as otherwise ordered, support obligations for each child end on the last day of the month the chitd turns age 18.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0028.pdf,1,[;] Post-majority Support: The following children will be attending high school on a full-time basis afterturning 18 years of age.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0028.pdf,1,"Therefore, the support obligaUon for each specific child ends on the last day of the month as follows, except in no case may it extend beyond the time the child reaches 19 years and 6 months of age: d ait eobl7a Uenodns.) Plpecinco7nnWarnea boOfndi0iki5/2an,d Child Care.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0028.pdf,1,Qualffled Medlcal Support Order.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0028.pdf,1,This order is a qualified mediml support order with immediate effect pursuant to 29 USC 1169.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0028.pdf,1,"Retroadive Modifiztion, Surcharge for Past-Due Support, and Llens for Unpam Support.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0028.pdf,1,"Except as pmvided by MCL 552.603, support is a judgment the date it is due and is not modifiable retroadivety.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0028.pdf,1,A surcharge may be added to past-due support.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0028.pdf,1,Unpaid support is a lien by operation of law and the payer's property can be encumbered or seized if an arrearage accrues in an amount greater than the periodic support payments payable for two months under the payer's support order.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0029.pdf,1,"C-HILD SUPPORT ORDER - FOLLOWING CUSTODY HEARING EMILY WATSON, Defendant.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0029.pdf,1,"Jennifer Batnes (P55406) Andrew Pigors Self-Represented Litigant Attorney for Defendant Both parties appeared for a Trial regarding Custody, Parenting Time and Child Support (including Defendant's Objection to the Ex Parte FIG Order) which was held on July 17, 2024 in regards to the minor child, Lincoln Watson.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0029.pdf,1,"Plaintiff filed six (6) Motions on July 16, 2024, the day before trial, identified as: Motion for Parenting Time and Contempt of Court; Motion for Protective Order and Sanctions; Motion to Quash Subpoenas and for Protective Order; Motion to Dismiss Objections in Custody Case; Motion to Impeach Witness; and a Motion to Modify Parenting Time and Drop-off Arrangement.",contempt
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0024.pdf,1,"General )nforma!ion Table I Seetlon:Generallnformatlon I Coun(.-zscNiirnbcr 2024-001507-DC CounCascCaunty Muskegnn ('alcrilationPanics AN[)REWPIGORS and E'xn.YW{ITSON I)ciicription Michig nCnhil dSuppo n Michig aCnhd dSuppa n 2021 202, Tax 'Y,,ar 2o24 tormulaYear FormulaSupplementYear Cglculation Rmuks Table I SectJoa:CiladxtJonResum I A:NDREW PIGORS pays EMILI' W,ll'SON $1.00 ii month.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0024.pdf,1,'The support calculation provided by this Calculator is not a support recommendation or a support order.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0024.pdf,1,", with Payer Bas Seuppo arll'ie r _s37., Parenial Time Of!sei Heal(h Care Insumnce Pium S5J1.00 Adjusimeni Subtoials S:'l.(X) .",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0024.pdf,1,"A.NDREWPIGORS EMlLl'Wl%TSON Children s Overnighli %pen€ Per }ear LlNCOLNwA'rs0xll/09/2022 182.5 182.5 A&itional Children from Other Relationships o I Child Suppon Children in Other Payment Relationships O (;O o € """"rcentaghe': ""uiti> G'o",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0025.pdf,1,€ The friend of the court remmmends child support be ordered as follows.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0025.pdf,1,"4 : Tho eihils'ran who are gunoortad undar this order and the aavor and eaves are: Payer ' -'- - Pay-as"" - - Aaarew James Pigors Emily Ann Watson Children's names and annual ovemights with payer: Children'snames Overnights Lincoln Watson 78 17-2024 pnaivsJuly ,the payer shall pay a monthly child support obligation for the children named above.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0026.pdf,1,"See 2021 MCSF 3.(XC)arid 20n MCSF 3.06(0) ANDREW PIGO 4 R 7 S ""o EMll.Y WATS 5 O 3 N oao SharcorChildCarc SQ.(10 SQ.(KI MonthlyChild('arcExpcrx (:il11d Carc Rcirnburscrncni Tablc Child Care Refmburiement End Date (Children are listed rrom top to bottom ,youngest 11 )oldest.) Relmbuntmerit[tidDate Children: O)1/312035 LI:NCOLNWATSON S(IOO SO.OO Subsidies.Reimbummcnts,(redits SOCK) SQ.(XI NeiChildCar'eExpeninires 50.00 SO.OO Payer'sMonthlySharc Medical Information Table l Section:Medical I ANDREW PlGORSi E8% See2021 MCSFi(IS(C)!see2021 MCSFi4)4(B) [ Yei; Ra:otnmended to Prov H id a e illh H e C a a l r t e h C C a o r v e e ra I g n e sur a T nc y e pe Prn'a(e or Pub 6 lic o ii r f ivate or b 6 lic ""t Raminab!eCosi+ilaHealth(""getaiiurancc 5.i""-n 41% Shareoi'HealthCare S:168(Kl SO_O'O , VonthlyHeallhCareinsurancePremiums l !Slum boer Crhil dSuppo Crihildr eCnover ebdy Heak Chare {nsurance Number olaAddiiional MinOT C!iildren Catered b} Health Care 'l insurance /- 4 , NumberafAddi)ionalPeopleCovereilb)H eulihCare y y(sg lnsurarice Iq() - v4 PerPermnAmouni i Payer'sVomhlyShare 53oa 47oo ShareorMedicalExpcnse Annu aOlrdina rMyedic aElxpai spee tMichig aCn'hi l F dS om u iu p la po n s4 g",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0026.pdf,1,""" The support calculation provided by this Calculator is not a support recommendation or a support order, *There is no Benefit Credit associated with this calculation ' This report does NOT indude additional fees, arrears, and other statutory costs that may be assessed.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0027.pdf,1,"uniformChlklSupportOrder (7/21) ,,@@ Nri 2024-001507-DC Page 3 of 4 6.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0027.pdf,1,"When a child is placed in foster care, that child's support is assigned to the Michigan Department of Health and Human Services while under the state's jurisdiction and to the funding county while placed in a county-funded program.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0027.pdf,1,"As provided by MCL 552.605d and subiect to statutory procedures, the friend of the court may redirect support paid for a child to the person who is providing the actual care, support, and maintenance of that child, and shall abate support charges to zero for a child who resides on a full-time basis with the payer of support or if the payer of support will be incarcerated for 180 consecutive days or more without the ability to pay.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0027.pdf,1,"a When frtend of the court becomes aware that the payer's condition meets the definition of incapacitation as defined in the current or subsequent Michigan Child Support Formula, monthly support charges shall abate and be temporarily reduced to zero effecUve the date that the friend of the court offl> provides notice of the abatement to the parties and to the court.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0027.pdf,1,Support charges shall be reinstated effective 60 days after the incapacitation ends.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0027.pdf,1,"If a timely objection is received, the friend of the murt shall either set the objection for hearing or complete a support review with an effective date no earlier than the date of fiting of that notice.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0027.pdf,1,"Fees, The payer of support shall pay statutory and service fees as required by law.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0027.pdf,1,Review.Eachpartytoasupportordermaysubmitawrittenrequesttohavethefriendafthecourtreviewtheorder.The friend of the court is not required to act on more than one request received from a party each 36 months.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0027.pdf,1,A party may also file a motion to modify this support order.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0027.pdf,1,€ 11 Mlchigan Child Support Formula Deviatfon.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0027.pdf,1,The support provisions ordered do not follow the Michigan Child Support Formula.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0022.pdf,1,"1 554,7(, StateTaz S70.05 S168.82 ResidemLocalTax SQ.OC l 50.00 Nixi-ResidentLocalTax 50.00 SQ.(Xi AddinonalChildreuAdjuiitmenl so.oo S762.(K) Additional Children Health Csre Insiu'ance Adjustment S0.00 S122 67 Addilioml Deducttoni Addilicin.il Deducliong al'able Pany 2 Additional Deduciiont T'able Ai%T)REW'sAdditionalDeduetioag EMILY'lAdditionajDeduclions Heillb Iniuraace - Other Qualifyhig Childnn 5122.(i7 Mmdalo rH) ealt hInsuran c- eParen tS'self-Cover aPgoertio a arPremlumi sl2,,7 TotalMon*hlyGrmsDeductlonsandAdJustmeots S45R.7 ' S1.651J9 ManlhlvNeiincome $1.656.28 $3,720.36 FamllyNetlncoffle See 2021 !%ICSF 101 S5.37664 SharerfNetlncome 30.)11% 69.l9oo Base Sutioort Calculat Table I Section:BauSupportCa}cula&n l See2021 MCSF3.02(A) ANDREWPIGORS EA41LYWATSON ChildSi-pponCkuldren I l CIuldSupponChildtenonCa1culation l I Basc Support Equation Cxneral Care Equation General Care Equation BaseStpporiArnount S]21.m 5720.00 AverageOvemighfs(HighestTier) 7!1 2)17 F'ayer's Base Support after Parental rime Offset 52)12.00 50.00 ObUgatiOll Efld Dfflte (Children are lL4ted rmm tOlp 10 bOllOrt).",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0023.pdf,1,The tax amounts listed are ehlirrmtcs calculaicd by the MiChildSupport Ciilculator.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0023.pdf,1,"4 - / ii 'iff & / -l ' k ir # _ 46.88 oii @ i_y '7 IF / / P , i 3 y 9 Base Suooon Calculation Table I l Section:Bue!iupportCalculatk+ti EMILYWATSON ANDREWPIGORS See2021 MCSF3.02(A) 1 ) ChildSupprirtChil&en I I (tuklSupportCtiildrenanCalculalicin Gcnerai ('ge Equaltun General Care Equaiii+n Base Support Equaticm S545.00 $618.(X) BaseFuppt+rtAmoum 182.5 l8;!.5 kveraHeOvcrnights(HighesiTier) 50.00 -S.17.00 Payerl Base Suppon after Parental Time Offset Obl%,ation End Date (Childreri are listed from top to bouom, youngesi to oldebi.) PmtM*jortty ObHgattanEndDue Children: %5 05;31/2041 LjNCOLN%:ATSON",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0018.pdf,1,Paragraph(s) 1 in the preceding pages ofthe uniform order deviate from the Michigan Child Support (specify paragraph number) Formula and are warranted to avoid an unjustor inappropriate result.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0018.pdf,1,"The child support obligation thatwould be ordered by appIying the Michigan Child Support Formula is: Payee: Payer: Emily Ann Watson Andrew James Pigors Children's names, birthdates, and ann ual overnightswith payer D : ateofbirth Qvemiqhts Children'snames 182.5 Lincolri Watson Childrensupported: 1 child 2children 3children 4children 5ormorechildren $ B O C T O B S o S P h e r t a d h t i n u u a l i e d r e n p b s l r : c e f a p t : i o e a t r o c m t y r r a e r s r t e l n : : : u d i e u i d t p : i m c p al : o a $ r d t j : $ $ u $ $ $ $ ( i s n t c .$ ludess -2 5 2 u 0 i 1 .",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0018.pdf,1,0 0 0 e 0 ) []Supportwas reduced because payer's incomewas reduced.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0018.pdf,1,"MCL 552.605, MCR 3.2il poc*oa (11/16) UNIFORMCHILDSllPPORTORDER,DEVIATIONADDENDLIM",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0019.pdf,1,Uniform Child Support Order (7/21 ) Case No.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0019.pdf,1,"When a child is placed in foster care, that child's support is assigned to the Michigan Department of Health and Human Services while under the state's jurisdiction and to the funding county while placed in a county-funded program.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0019.pdf,1,"As provided by MCL 552.605d and subject to statutory procedures, the friend of the court may redirect support paid for a child to the person who is providing the actual care, support, and maintenance of that child, and shall abate support charges to zero for a child who resides on a full-time basis with the payer of support or if the payer or support will be incarcerated for 180 consecutive days or more without the ability to pay.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0019.pdf,1,"€ When friend of the court becomes aware that the payer's condition meets the definition of incapacitation as defined in the current or subsequent Michigan Child Support Formula, monthly support charges shall abate and be temporarily reduced to zero effective the date that the friend of the court office provides notice of the abatement to the parties and to the court.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0019.pdf,1,Support charges shall be reinstated effective 60 days affer the incapacitation ends.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0019.pdf,1,"If a timely objection is received, the friend of the court shall either set the objection for hearing or complete a support review with an effective date no earlier than the date of filing of that notice.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0019.pdf,1,The payer of support shall pay statutory and service fees as required by law.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0019.pdf,1,Each party to a support order may submit a written request to have the friend of the court review the order.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0019.pdf,1,A party may also file a motion to modify this support order.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0019.pdf,1,Michigan Child Support Formula Deviation.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0019.pdf,1,The support provisions ordered do not follow the Michigan Child Support Formula.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0020.pdf,1,2024-001507-DC 11niform Child Support Order (7/21 ) Case Nri.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0020.pdf,1,This order supersedes all prior child support orders and all continuing provisions are restated in this order.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0020.pdf,1,Past-due amounts owed under any prior support order in this case are preserved and paid at the rate calculated using the arrearage guideline in the Michigan Child Support Formula.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0020.pdf,1,r Judge signature and date Plaintiff (if consenUstipulation) Date Defendant (if consenUstipulation) Date Plaintiff's attorney Date Defendant's attorney Date Prepa rbey d: Name (type or print) CERTIFICATE OF MAILING Iserved a copy of this uniform child support order on the parties or their attorneys by first-class mail addressed to their (ast- known addresses as defined by MCR 3.203.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0021.pdf,1,'The support calculatlon provided by this Calculator is not a support recommendation or a support order.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0015.pdf,1,"C,,e Nri 2024-001507-DC lJrdformChlldSupportOrdar (7/21) Page 3 of 4 6.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0015.pdf,1,"d 6 is 0 w 5 p h d ro o v a i r d e n i s d n i g d s e u s t b h j e e o c n a t c a t t u o f a u s l ll t - a t c i t m a u r t e e o , r y b s a u p s p r i p s o o c r e w t, d it u h a r e n t s h d , e m p th a a e i y n e t f e r r i n e a o n n f d c s e u o p f p t o o h f r e t t) c "" o i o a r u t r i t f the payer of support will be incarcerated for 180 oonsecutive days or more without the ability to pay.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0015.pdf,1,"[' When friend of the court becomes aware that the payer's mndition meets the definition of inmpacitation as defined in the current or subsequent Michigan Child Support Formula, monthiy support charges shall abate and be temporarily reduced to zero effective the date that the friend of the court office provides notice of the abatement to the parties and to the court.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0015.pdf,1,Support charges shall be reinstated effedive 60 days after the incapacitation ends.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0015.pdf,1,"If a timely objection is received, the friend of the court shall either set the objection for hearing or complete a support review with an effective date no earlier than the date of fiting of that noUce.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0015.pdf,1,The payer of support sha!i pay statutory and service fees as required by law.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0015.pdf,1,"t h A e p o a r r d t e y r , m T a h y e also file a motion to modify this support order.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0015.pdf,1,Michlgan Child Support FormuJa Deviation.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0015.pdf,1,The support provisions ordered do not follow the Michigan Child Support Formula.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0016.pdf,1,2024-001507 -DC Case NO Uniform Child Support Order (7/21 ) P 4 a g 3 e .,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0017.pdf,1,Applding the Michigan Child Support Formula IS unjust O rinappropriate beCauSe :(Specify the deviation factors relied on.) The costs required to ainister this child support obligation outweigh the benefits of processing such an Order.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0017.pdf,1,"ThechildsupportorderdeviatesfromtheMichiganChildSupportFormulaasfollows: (Spedy whldi provisions of the child support formula create an unjust or Inappmpriate result and explain how this order devla(as from the pmvismns.) At the Trial conducted on July 17, 2024, the Court Ordered that a deviation, effective May 3, 2024, shall be entered based upon the Michigan Child Suppon Formula Deviations, specifically ).04(EX)9), as ""the amount calculated does not exceed 520, and the administrative cost to enforce and process payments outweighs the benefit of the minimal amounts.' d.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0017.pdf,1,"The value of property or other support awarded instead ofthe payment of child support: (lfnotappllcable, put r+one.) P)alntiff (if consent/stipulation) Date Defendant 0f oonsenUstipulation) Date 7 .",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0017.pdf,1,"and served akq with the rest of the Unform Child Support Order The proof of aemoe on the Llntform Child Support Order must indk,te this form was ir+cludad.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0017.pdf,1,"MCL 552.517, MCL 552.51 7b(3), pocioo (11/16) UNIFORNICH €LD8UPPORTORDER,DEVIATIONADDENDUM MCL 552.605, MCR 3.21f",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0013.pdf,1,"2024-001507-DC UntformChlkl8upport0rder (7/21) Case No, Page 4 of 4 13 .",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0013.pdf,1,Thls order supersedes all prior child support orders and all continulng provisions are restated fn thls order.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0013.pdf,1,Past-due amounts OWe dunder an'/ prior 8uppOr torder in thiS Cafe are preserVed and paid at the rate calculated using the arrearage guideline in the Michigan Child Suppott Formula.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0013.pdf,1,"5/M h$ ,f-d Wt Plalntiff (if consenUstlpulalion) Date nt (ff co se tipulation) Date Plalntifs attomey Date Dmndar;t's attorrfey"" Date Jennife Lr .Barne sP,55406 Prepared by- Naine (type or print) CERTIFICATE OF MAILING t served a copy of this unifomi child support order on the parties or their attorneys by first-class mail addressed to their last- known addresses as defined by MCR 3.203.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0014.pdf,1,"Generil lnformation Table 'l Section:Genaasd{aforma tion 'l Coun('ascNumbcr 2024-00J507-DC CounCascCoumy Muskcgon CalculaiionPartic's ANDREWP}GORS and EMtl_YWATSON Dchcription MichiganChildSu ppon 2o2 , !nichiganChildSu ppo 2o r 2 t , TaAl,,,r 2o24 FormulaYeaia FonnulaSupplcmentYear Calculation Resula Table l SectJon:CaleulitkmRnu )ti i ANDREW PIGORS pa>'s EMi!Ll' WATSO:% $.132.00 a month.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0014.pdf,1,'The support calculabon pmvided by this Calculator is not a support recommendation or a support order.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0014.pdf,1,"ICjThd 2Childr'en 3 Children 4 Children 5+Children E'ayer ANDREW AverageOvemig hth 7g wtih Payer Bas Seupp oarrtm 528,, Parental Time O!l'gei Health Care Iniiurance Pium 538.00 Adjusunent Sublolals $320.00 Ordinary Medical S}2 00 ChiU Care 50.00 Beneni Credit 50.00 Total 5332.00 Children Table I Secdon:Childre n I !!fee 2021 MCSF 3.03(A) ANDRE WPIGOR S EMIL YiVATSO.%l (%hild ,n,l (hernighls Speal Per I,ar 11NCOLNWATSONll/09')022 78 287 AdditionalChildrenfromOtherRelaTionships O I Child Support Children in Other Payment Relationships 0 0 Tota}OlherChilmn O I IncomcAdjustmcntPcrcentageMultiplier 81oa",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0009.pdf,1,"was titled as follows: ""AFFIDAVIT n% JSUPPORT OF MOTION TO MODIFY C'USTODY AND PARENTING TIME"" stating ""Plaintiff seeks an order restoring a 50/50 joint legal and physical custody arrangement, as mandated by the best interests of the child standard under MCL 722.23.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0009.pdf,1,"This request is based on significant changes in circumstances, including parental alienation, legal manipulations, financial fraud, and violations of Michigan law committed by Defendant, EMILY WATSON"".",violation
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0010.pdf,1,"Plaintiff'sdemandregardingwantingtoknowthechild""sChildcarearrangementsarealsofrivolovs.The Court finds that this continued pattern of questioning is meant to harass the Defendant.",harass
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0005.pdf,1,"Aha/ysis The Mother met her initial burden of a change in circumstances as required under Pierron, as the Father's actions in contacting her family, his,erratic behavior and general mental health deterioration are a change in circumstances to review parenting time.",mental
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0005.pdf,1,"The Court must look at the best interest factors and may consider the parenting time factors under MCL 722.27a(7) .The Court finds that the following facto7@,a rqapplicable: * the mental and physical health of the parties involved: The Court has serious concerns about the Father's mental health.",mental
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0005.pdf,1,"In fact, at one PPO violation hearing he was given a suspended sentence because he said he understood what he had done wrong, and was in counseling at Services of Hope.","ppo,suspend,violation"
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0005.pdf,1,"* Domestic violence, regardless of whether the violence was directed against or witnessed by the child: The Father has a PPO against him.","domestic violence,ppo"
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0005.pdf,1,"He has repeatedly violated the PPO, as this was his 7th violation.","ppo,violation"
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0005.pdf,1,"The Court also considers: * Thereasonablelikelihoodofabuseorneglectofthechildduringparentingtime:while there is no evtdence fFiai the Fa+.her actually caused F1a-'m iO ttle Cb!ld, fFle Father's increasing erratic behavior is concerning to the Court.",abuse
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0005.pdf,1,"He describes being around threaten him, being followed and other dangerous activities.","danger,threat"
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0005.pdf,1,* The reasonable likelihood of abuse of a parent resulting from the exercise of parenting time: The Father's behavior is escalating.,abuse
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0007.pdf,1,"ORDER DENYING MOTION REGARDING CUSTODY, PARENTING TIME & CHILD SUPPORT EMILY A.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0007.pdf,1,"WATSON, ORDER REGARDING BOND Defendant REQUIREMENT Three motions: a Motion for Change of Custody, Motion Regarding Parenting Time and a Motion Regarding Support were filed by the Plaintiff on 4/24/25.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0007.pdf,1,"He recently filed a Motion to dismiss a violation of the personal protection order, which included fake statutes and law.","protection order,violation"
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0007.pdf,1,He has had multiple violations of the PPO (2023-005907- PP).,"ppo,violation"
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0007.pdf,1,"Plaintiff has continued to harass the Defendant using the App Close, to the point that the Court removed his ability to communicate via App Close at the last PPO Court date.","harass,ppo"
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0007.pdf,1,"The Plaintiff describes the communications on the App as ""repeated refusals, denials and manipulations by Defendant"" when in fact, it is he who is harassing and attempting manipulation -1-",harass
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0002.pdf,1,(c) The reasonable likelihood of abuse or neglect of the child during parenting time.,abuse
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0002.pdf,1,(d) The reasonable likelihood of abuse of a parent resulting from the exercise of parenting time.,abuse
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0002.pdf,1,(g) Whether a parent has frequently failed to exercise reasonable parenting time (h) The threatened or actual detention of the child with the intent to retain or conceal the child from the other parent or from a third person who has legal custody.,threat
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0002.pdf,1,A custodial parent's temporary residence with the child in a domestic violence shelter shall not be construed as evidence of the custodial parent's intent to retain or conceal the child from the other parent.,domestic violence
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0003.pdf,1,* He has support of friends and family.,ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0003.pdf,1,"Further, he made concerning calls to the Defendant's family/friends and acknowledged that he again violated the PPO by contacting the Defendant.",ppo
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0003.pdf,1,The Court found him in contempt and sentenced him to jail.,contempt
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0003.pdf,1,"On 12/5/25, a hearing on the Father's 7'h PPO violation occurred.","ppo,violation"
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0004.pdf,1,"Facts On 8/8/25, the Mother filed an ex parte motion to suspend the Father's parenting time.",suspend
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0004.pdf,1,"She alleged that she was concerned regarding on going drug use/mental health iSSues due to his phone calls to her father where he stated he was being followed, and other paranoid/mental health issues; he was homeless; he drove by her parents home and called them again; he called her boyfriend; he stated that he was being chased.","drug,mental"
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0004.pdf,1,"The Court has serious concerns regarding the state of the Plaintiff's mental health, which could be a culmination of the job loss, homelessness and family loss he has endured over the past several months.",mental
scanned_300/SCANNED2sided judge orders scanned_0001/2sided judge orders scanned_0004.pdf,1,"The Court considered supervised parenting time, exercise supervised parenting time.",supervised
